date,timestamp,energy_consumption_kwh,voltage,current,power_factor,tariff_rate,temperature,occupancy,device_name
2023-09-17,2023-09-17 02:00:00,18.53,228.353,56.234,0.901,0.1132,17.034,0.0,Lighting
2023-09-17,2023-09-17 03:00:00,21.223,228.529,54.16,0.856,0.1182,15.412,0.0,HVAC
2023-09-17,2023-09-17 04:00:00,21.314,227.746,53.396,0.884,0.1025,18.84,1.0,Lighting
2023-09-17,2023-09-17 05:00:00,20.842,217.261,55.676,0.834,0.0993,16.873,7.0,Server Rack
2023-09-17,2023-09-17 06:00:00,23.103,233.05,56.819,0.922,0.1163,15.179,6.0,HVAC
2023-09-17,2023-09-17 07:00:00,22.346,233.095,51.065,0.806,0.1101,16.742,16.0,Production Line
2023-09-17,2023-09-17 08:00:00,24.559,231.887,54.71,0.858,0.114,14.842,24.0,Lighting
2023-09-17,2023-09-17 09:00:00,22.046,228.399,53.768,0.827,0.103,16.616,47.0,Lighting
2023-09-17,2023-09-17 10:00:00,20.28,227.392,48.799,0.853,0.1005,15.89,42.0,HVAC
2023-09-17,2023-09-17 11:00:00,21.181,222.895,48.289,0.838,0.1091,14.989,43.0,Production Line
2023-09-17,2023-09-17 12:00:00,20.541,222.366,45.595,0.849,0.1032,14.97,55.0,HVAC
2023-09-17,2023-09-17 13:00:00,17.69,225.327,49.8,0.882,0.1077,19.881,48.0,HVAC
2023-09-17,2023-09-17 14:00:00,14.96,228.915,40.073,0.851,0.1061,16.366,43.0,Elevator
2023-09-17,2023-09-17 15:00:00,12.117,229.681,43.555,0.837,0.1087,15.581,42.0,Compressor
2023-09-17,2023-09-17 16:00:00,12.772,225.682,46.277,0.897,0.098,15.321,37.0,Production Line
2023-09-17,2023-09-17 17:00:00,11.454,222.134,39.972,0.903,0.1524,16.936,18.0,Lighting
2023-09-17,2023-09-17 18:00:00,12.824,225.0,44.443,0.894,0.148,15.271,9.0,HVAC
2023-09-17,2023-09-17 19:00:00,13.208,227.463,40.597,0.878,0.1438,14.587,6.0,Production Line
2023-09-17,2023-09-17 20:00:00,12.619,220.972,42.628,0.867,0.1568,16.18,4.0,Production Line
2023-09-17,2023-09-17 21:00:00,12.956,228.823,37.923,0.858,0.1514,16.169,2.0,Lighting
2023-09-17,2023-09-17 22:00:00,13.645,235.254,48.105,0.921,0.1454,15.603,3.0,Production Line
2023-09-17,2023-09-17 23:00:00,16.825,224.385,44.969,0.893,0.1162,14.892,0.0,Server Rack
2023-09-18,2023-09-18 00:00:00,14.342,237.537,47.769,0.868,0.1111,15.611,0.0,HVAC
2023-09-18,2023-09-18 01:00:00,18.627,224.829,48.939,0.817,0.1154,15.493,3.0,Server Rack
2023-09-18,2023-09-18 02:00:00,20.615,226.997,49.572,0.877,0.1002,15.285,0.0,Pumps
2023-09-18,2023-09-18 03:00:00,20.159,230.175,56.259,0.822,0.1154,16.612,0.0,Production Line
2023-09-18,2023-09-18 04:00:00,20.974,227.792,53.732,0.873,0.1145,19.537,3.0,Production Line
2023-09-18,2023-09-18 05:00:00,24.292,220.371,53.18,0.893,0.11,18.195,0.0,Pumps
2023-09-18,2023-09-18 06:00:00,21.802,229.126,53.636,0.9,0.1028,19.11,13.0,Compressor
2023-09-18,2023-09-18 07:00:00,24.57,228.35,52.684,0.852,0.1085,15.346,33.0,Server Rack
2023-09-18,2023-09-18 08:00:00,23.439,226.817,59.721,0.85,0.1174,18.709,54.0,Server Rack
2023-09-18,2023-09-18 09:00:00,22.67,228.323,54.066,0.823,0.1038,16.538,79.0,Refrigeration
2023-09-18,2023-09-18 10:00:00,20.575,229.99,49.446,0.849,0.1086,17.677,82.0,Lighting
2023-09-18,2023-09-18 11:00:00,21.048,224.01,47.444,0.855,0.1083,16.884,92.0,Production Line
2023-09-18,2023-09-18 12:00:00,18.971,230.412,51.309,0.836,0.1088,15.682,103.0,Refrigeration
2023-09-18,2023-09-18 13:00:00,17.244,225.258,46.788,0.859,0.0975,17.277,91.0,Production Line
2023-09-18,2023-09-18 14:00:00,16.252,234.909,39.223,0.872,0.101,16.925,86.0,Refrigeration
2023-09-18,2023-09-18 15:00:00,15.683,232.681,32.769,0.854,0.1106,13.545,70.0,Pumps
2023-09-18,2023-09-18 16:00:00,13.881,223.515,41.526,0.823,0.1142,16.011,67.0,Elevator
2023-09-18,2023-09-18 17:00:00,13.274,233.535,44.654,0.785,0.1444,17.506,39.0,Compressor
2023-09-18,2023-09-18 18:00:00,11.929,229.833,37.504,0.918,0.1478,16.613,15.0,HVAC
2023-09-18,2023-09-18 19:00:00,12.991,230.386,42.226,0.867,0.1554,16.902,1.0,Refrigeration
2023-09-18,2023-09-18 20:00:00,10.062,227.184,46.765,0.84,0.1578,15.07,8.0,Lighting
2023-09-18,2023-09-18 21:00:00,15.311,226.457,38.159,0.829,0.1543,16.582,0.0,Production Line
2023-09-18,2023-09-18 22:00:00,14.455,226.783,40.904,0.854,0.1438,16.053,0.0,Lighting
2023-09-18,2023-09-18 23:00:00,16.688,223.711,44.805,0.868,0.1023,15.892,0.0,Pumps
2023-09-19,2023-09-19 00:00:00,17.399,219.581,49.219,0.871,0.1126,15.149,8.0,HVAC
2023-09-19,2023-09-19 01:00:00,17.892,225.13,51.164,0.902,0.1053,17.54,3.0,HVAC
2023-09-19,2023-09-19 02:00:00,19.589,225.108,51.607,0.842,0.1172,16.686,0.0,Refrigeration
2023-09-19,2023-09-19 03:00:00,22.654,223.096,61.903,0.875,0.1077,16.535,0.0,Compressor
2023-09-19,2023-09-19 04:00:00,22.168,230.619,57.557,0.906,0.1035,19.244,1.0,Production Line
2023-09-19,2023-09-19 05:00:00,24.241,229.098,54.646,0.831,0.1157,16.879,0.0,HVAC
2023-09-19,2023-09-19 06:00:00,23.502,225.334,55.397,0.888,0.1062,17.969,20.0,Lighting
2023-09-19,2023-09-19 07:00:00,35.173,226.598,54.536,0.866,0.1098,16.577,40.0,Production Line
2023-09-19,2023-09-19 08:00:00,23.383,229.004,58.933,0.868,0.1016,15.638,58.0,Production Line
2023-09-19,2023-09-19 09:00:00,21.01,224.729,48.803,0.864,0.109,14.579,77.0,Lighting
2023-09-19,2023-09-19 10:00:00,22.226,216.506,51.241,0.856,0.1158,16.53,89.0,Pumps
2023-09-19,2023-09-19 11:00:00,20.979,233.384,44.031,0.838,0.1105,12.173,96.0,Refrigeration
2023-09-19,2023-09-19 12:00:00,19.704,227.484,48.983,0.882,0.1079,16.577,94.0,HVAC
2023-09-19,2023-09-19 13:00:00,16.716,229.216,47.564,0.887,0.1086,16.641,89.0,Refrigeration
2023-09-19,2023-09-19 14:00:00,17.989,228.774,39.431,0.912,0.1069,15.842,83.0,HVAC
2023-09-19,2023-09-19 15:00:00,16.44,221.507,37.227,0.862,0.1077,16.03,81.0,Refrigeration
2023-09-19,2023-09-19 16:00:00,16.01,224.909,41.144,0.854,0.1168,14.291,53.0,HVAC
2023-09-19,2023-09-19 17:00:00,10.006,227.94,41.398,0.889,0.1445,18.246,37.0,Lighting
2023-09-19,2023-09-19 18:00:00,9.983,227.104,35.359,0.883,0.1457,15.662,15.0,Refrigeration
2023-09-19,2023-09-19 19:00:00,12.167,222.895,39.404,0.901,0.1502,14.71,0.0,Lighting
2023-09-19,2023-09-19 20:00:00,10.575,229.542,43.19,0.825,0.1482,16.985,0.0,Server Rack
2023-09-19,2023-09-19 21:00:00,13.466,230.562,43.886,0.878,0.1457,16.334,4.0,Production Line
2023-09-19,2023-09-19 22:00:00,13.131,226.287,42.668,0.867,0.1546,15.631,0.0,Refrigeration
2023-09-19,2023-09-19 23:00:00,15.121,232.511,43.71,0.844,0.1102,15.472,0.0,Server Rack
2023-09-20,2023-09-20 00:00:00,17.391,230.398,40.072,0.841,0.1074,16.133,0.0,Pumps
2023-09-20,2023-09-20 01:00:00,19.629,229.739,47.616,0.859,0.1061,18.16,0.0,Refrigeration
2023-09-20,2023-09-20 02:00:00,20.074,225.752,53.047,0.869,0.1011,16.846,3.0,Pumps
2023-09-20,2023-09-20 03:00:00,21.154,227.236,53.517,0.808,0.1145,16.09,0.0,Refrigeration
2023-09-20,2023-09-20 04:00:00,22.342,231.75,57.329,0.887,0.1133,17.42,0.0,Production Line
2023-09-20,2023-09-20 05:00:00,21.491,221.478,61.737,0.882,0.1164,16.182,3.0,Compressor
2023-09-20,2023-09-20 06:00:00,24.495,221.77,55.999,0.878,0.1019,16.744,20.0,Refrigeration
2023-09-20,2023-09-20 07:00:00,24.551,226.165,49.157,0.908,0.1091,16.368,40.0,Pumps
2023-09-20,2023-09-20 08:00:00,24.451,227.909,53.316,0.849,0.1029,17.026,50.0,Lighting
2023-09-20,2023-09-20 09:00:00,22.024,227.561,57.347,0.873,0.1139,15.475,84.0,Lighting
2023-09-20,2023-09-20 10:00:00,23.542,230.349,55.891,0.9,0.1094,14.432,79.0,Elevator
2023-09-20,2023-09-20 11:00:00,20.922,229.087,44.772,0.86,0.1089,17.501,93.0,Server Rack
2023-09-20,2023-09-20 12:00:00,18.671,228.094,45.23,0.875,0.1148,18.399,102.0,Compressor
2023-09-20,2023-09-20 13:00:00,18.866,226.642,45.251,0.89,0.1207,14.503,99.0,Refrigeration
2023-09-20,2023-09-20 14:00:00,16.724,231.675,46.919,0.884,0.1116,16.41,89.0,Server Rack
2023-09-20,2023-09-20 15:00:00,15.409,233.401,39.475,0.846,0.106,15.468,66.0,Lighting
2023-09-20,2023-09-20 16:00:00,12.354,226.668,42.942,0.888,0.111,17.466,56.0,Production Line
2023-09-20,2023-09-20 17:00:00,12.39,229.752,31.494,0.907,0.1548,16.511,33.0,HVAC
2023-09-20,2023-09-20 18:00:00,12.412,226.841,39.496,0.876,0.1503,21.132,22.0,Lighting
2023-09-20,2023-09-20 19:00:00,11.956,222.557,36.444,0.867,0.1438,15.689,3.0,Production Line
2023-09-20,2023-09-20 20:00:00,10.075,220.498,40.14,0.866,0.1586,18.447,0.0,Compressor
2023-09-20,2023-09-20 21:00:00,14.129,233.292,37.408,0.868,0.1424,18.593,2.0,HVAC
2023-09-20,2023-09-20 22:00:00,14.202,231.599,44.073,0.867,0.1492,16.942,0.0,HVAC
2023-09-20,2023-09-20 23:00:00,14.65,229.811,47.697,0.9,0.1167,16.197,3.0,HVAC
2023-09-21,2023-09-21 00:00:00,16.582,232.492,48.681,0.83,0.1126,16.259,2.0,Refrigeration
2023-09-21,2023-09-21 01:00:00,16.098,224.396,53.643,0.9,0.1042,16.132,0.0,Production Line
2023-09-21,2023-09-21 02:00:00,19.365,232.008,52.387,0.781,0.1102,17.817,6.0,Pumps
2023-09-21,2023-09-21 03:00:00,21.688,229.568,54.168,0.832,0.1079,14.808,0.0,Lighting
2023-09-21,2023-09-21 04:00:00,22.089,226.061,53.029,0.872,0.1071,15.875,3.0,Compressor
2023-09-21,2023-09-21 05:00:00,22.811,217.631,57.046,0.914,0.1129,15.693,1.0,Lighting
2023-09-21,2023-09-21 06:00:00,24.132,221.565,54.311,0.916,0.1155,13.527,18.0,HVAC
2023-09-21,2023-09-21 07:00:00,24.035,235.739,54.693,0.894,0.1084,17.405,46.0,Refrigeration
2023-09-21,2023-09-21 08:00:00,23.47,235.584,58.36,0.882,0.1057,17.711,58.0,Server Rack
2023-09-21,2023-09-21 09:00:00,25.85,221.619,59.116,0.878,0.1215,15.165,77.0,Refrigeration
2023-09-21,2023-09-21 10:00:00,21.845,219.014,50.925,0.864,0.116,17.662,82.0,Server Rack
2023-09-21,2023-09-21 11:00:00,21.474,233.863,51.337,0.823,0.1101,13.741,101.0,Lighting
2023-09-21,2023-09-21 12:00:00,22.604,227.636,45.563,0.85,0.1089,16.153,94.0,Production Line
2023-09-21,2023-09-21 13:00:00,19.117,224.758,43.844,0.86,0.1091,15.927,95.0,HVAC
2023-09-21,2023-09-21 14:00:00,19.032,222.448,36.108,0.846,0.1212,16.248,84.0,Lighting
2023-09-21,2023-09-21 15:00:00,14.443,222.411,44.144,0.834,0.1149,16.24,76.0,Production Line
2023-09-21,2023-09-21 16:00:00,12.554,233.871,39.613,0.856,0.12,16.001,56.0,HVAC
2023-09-21,2023-09-21 17:00:00,11.407,229.122,45.607,0.835,0.1503,15.535,42.0,Elevator
2023-09-21,2023-09-21 18:00:00,12.0,219.935,37.642,0.923,0.1456,15.954,27.0,Production Line
2023-09-21,2023-09-21 19:00:00,14.378,224.841,40.231,0.885,0.1452,18.161,0.0,Compressor
2023-09-21,2023-09-21 20:00:00,11.203,235.122,43.43,0.864,0.1526,15.249,0.0,Pumps
2023-09-21,2023-09-21 21:00:00,13.105,229.357,50.344,0.846,0.1537,19.5,0.0,Server Rack
2023-09-21,2023-09-21 22:00:00,12.352,221.714,41.237,0.852,0.1546,15.164,0.0,Lighting
2023-09-21,2023-09-21 23:00:00,16.483,225.076,44.407,0.903,0.1124,16.477,2.0,Pumps
2023-09-22,2023-09-22 00:00:00,14.999,227.507,48.515,0.795,0.1057,16.951,0.0,Pumps
2023-09-22,2023-09-22 01:00:00,18.26,232.273,49.053,0.902,0.1118,15.657,0.0,Lighting
2023-09-22,2023-09-22 02:00:00,22.876,227.557,54.219,0.904,0.1088,18.168,0.0,Refrigeration
2023-09-22,2023-09-22 03:00:00,20.542,234.198,54.184,0.889,0.1183,16.912,0.0,Pumps
2023-09-22,2023-09-22 04:00:00,20.119,229.181,58.945,0.852,0.1059,15.787,1.0,Compressor
2023-09-22,2023-09-22 05:00:00,23.054,217.688,54.918,0.865,0.1112,18.151,0.0,Refrigeration
2023-09-22,2023-09-22 06:00:00,24.3,230.407,58.733,0.803,0.1129,14.571,20.0,Refrigeration
2023-09-22,2023-09-22 07:00:00,23.424,227.179,55.636,0.866,0.1082,15.246,40.0,HVAC
2023-09-22,2023-09-22 08:00:00,24.103,225.725,56.748,0.854,0.113,16.938,56.0,Refrigeration
2023-09-22,2023-09-22 09:00:00,22.984,229.775,54.391,0.897,0.1139,17.297,74.0,Production Line
2023-09-22,2023-09-22 10:00:00,21.84,226.881,51.787,0.917,0.1051,16.578,84.0,Production Line
2023-09-22,2023-09-22 11:00:00,20.186,228.906,47.715,0.892,0.1189,15.904,98.0,Elevator
2023-09-22,2023-09-22 12:00:00,19.536,225.645,50.716,0.869,0.1051,15.717,92.0,Pumps
2023-09-22,2023-09-22 13:00:00,17.918,225.466,42.583,0.881,0.111,17.791,87.0,Compressor
2023-09-22,2023-09-22 14:00:00,15.575,232.982,46.05,0.861,0.1157,16.455,84.0,Server Rack
2023-09-22,2023-09-22 15:00:00,13.804,228.514,44.311,0.898,0.1006,14.786,75.0,Refrigeration
2023-09-22,2023-09-22 16:00:00,11.275,229.843,48.129,0.865,0.1134,14.7,60.0,Compressor
2023-09-22,2023-09-22 17:00:00,10.865,225.4,42.988,0.906,0.1547,18.365,40.0,Lighting
2023-09-22,2023-09-22 18:00:00,12.996,232.789,34.017,0.86,0.1436,15.016,15.0,HVAC
2023-09-22,2023-09-22 19:00:00,13.416,228.926,37.212,0.866,0.1539,16.503,5.0,Lighting
2023-09-22,2023-09-22 20:00:00,10.514,226.48,41.001,0.846,0.1496,18.121,4.0,Production Line
2023-09-22,2023-09-22 21:00:00,11.605,233.7,41.032,0.92,0.1438,16.908,0.0,Refrigeration
2023-09-22,2023-09-22 22:00:00,15.864,226.478,45.14,0.897,0.1449,14.958,4.0,Lighting
2023-09-22,2023-09-22 23:00:00,15.897,228.813,41.917,0.902,0.1131,14.571,0.0,Production Line
2023-09-23,2023-09-23 00:00:00,15.668,222.589,42.273,0.902,0.1101,18.879,4.0,Lighting
2023-09-23,2023-09-23 01:00:00,18.98,225.185,47.032,0.86,0.1086,14.513,2.0,Elevator
2023-09-23,2023-09-23 02:00:00,17.117,231.495,58.866,0.844,0.1035,15.245,0.0,Elevator
2023-09-23,2023-09-23 03:00:00,20.75,227.773,57.131,0.899,0.112,16.633,6.0,Production Line
2023-09-23,2023-09-23 04:00:00,19.36,228.415,53.131,0.861,0.116,15.746,8.0,HVAC
2023-09-23,2023-09-23 05:00:00,25.536,227.596,56.294,0.892,0.1091,16.935,4.0,Production Line
2023-09-23,2023-09-23 06:00:00,24.33,227.78,52.825,0.869,0.1137,13.873,15.0,Production Line
2023-09-23,2023-09-23 07:00:00,22.893,225.569,58.439,0.892,0.1072,15.759,24.0,Lighting
2023-09-23,2023-09-23 08:00:00,22.202,225.882,51.558,0.881,0.1094,17.091,33.0,Compressor
2023-09-23,2023-09-23 09:00:00,21.961,226.677,52.404,0.85,0.1167,17.096,37.0,Elevator
2023-09-23,2023-09-23 10:00:00,21.029,226.695,49.56,0.826,0.1086,15.216,51.0,Elevator
2023-09-23,2023-09-23 11:00:00,19.34,230.08,49.299,0.858,0.1139,14.542,50.0,Production Line
2023-09-23,2023-09-23 12:00:00,17.127,229.931,48.921,0.879,0.1044,16.395,48.0,Lighting
2023-09-23,2023-09-23 13:00:00,15.825,233.929,45.863,0.844,0.1195,14.106,51.0,HVAC
2023-09-23,2023-09-23 14:00:00,15.693,231.117,47.171,0.87,0.1017,18.001,45.0,Production Line
2023-09-23,2023-09-23 15:00:00,13.125,224.013,39.152,0.87,0.106,16.311,41.0,Lighting
2023-09-23,2023-09-23 16:00:00,12.676,224.986,33.1,0.822,0.1172,15.029,32.0,Elevator
2023-09-23,2023-09-23 17:00:00,11.93,232.187,40.82,0.825,0.1438,14.493,18.0,Refrigeration
2023-09-23,2023-09-23 18:00:00,9.94,230.97,45.19,0.891,0.1552,15.125,11.0,Compressor
2023-09-23,2023-09-23 19:00:00,10.86,232.676,37.014,0.812,0.1504,13.732,0.0,HVAC
2023-09-23,2023-09-23 20:00:00,12.763,227.982,42.921,0.866,0.1404,16.817,3.0,Lighting
2023-09-23,2023-09-23 21:00:00,12.67,226.831,40.883,0.898,0.1583,14.87,0.0,Production Line
2023-09-23,2023-09-23 22:00:00,12.973,229.541,41.472,0.824,0.1488,16.674,7.0,HVAC
2023-09-23,2023-09-23 23:00:00,14.427,221.816,43.4,0.875,0.1016,16.881,1.0,HVAC
2023-09-24,2023-09-24 00:00:00,15.27,227.11,49.599,0.834,0.1062,17.506,5.0,Compressor
2023-09-24,2023-09-24 01:00:00,18.933,236.817,54.387,0.878,0.0989,16.435,0.0,HVAC
2023-09-24,2023-09-24 02:00:00,19.269,226.515,55.809,0.853,0.1066,17.745,0.0,HVAC
2023-09-24,2023-09-24 03:00:00,21.046,227.93,56.411,0.85,0.1151,18.136,0.0,Lighting
2023-09-24,2023-09-24 04:00:00,21.766,227.086,55.374,0.845,0.1081,16.444,0.0,Pumps
2023-09-24,2023-09-24 05:00:00,24.295,234.763,53.667,0.854,0.1123,16.535,0.0,Production Line
2023-09-24,2023-09-24 06:00:00,22.169,222.669,58.984,0.829,0.1186,15.221,10.0,Lighting
2023-09-24,2023-09-24 07:00:00,22.841,231.036,60.004,0.85,0.1047,14.575,20.0,Lighting
2023-09-24,2023-09-24 08:00:00,22.838,226.201,53.566,0.821,0.1157,17.98,33.0,Production Line
2023-09-24,2023-09-24 09:00:00,22.9,225.075,52.237,0.898,0.1106,16.966,43.0,Refrigeration
2023-09-24,2023-09-24 10:00:00,20.289,220.458,53.353,0.859,0.1077,17.087,47.0,HVAC
2023-09-24,2023-09-24 11:00:00,18.237,235.715,46.827,0.9,0.1037,15.171,49.0,HVAC
2023-09-24,2023-09-24 12:00:00,16.444,231.256,48.722,0.885,0.114,18.493,48.0,Production Line
2023-09-24,2023-09-24 13:00:00,17.017,222.029,39.567,0.868,0.0993,15.714,49.0,HVAC
2023-09-24,2023-09-24 14:00:00,15.132,222.334,47.296,0.836,0.1036,14.854,47.0,Production Line
2023-09-24,2023-09-24 15:00:00,14.124,225.094,42.737,0.841,0.1093,15.196,42.0,Compressor
2023-09-24,2023-09-24 16:00:00,12.495,230.247,41.491,0.875,0.1126,18.414,32.0,Production Line
2023-09-24,2023-09-24 17:00:00,12.153,227.423,41.961,0.927,0.1422,14.39,22.0,Production Line
2023-09-24,2023-09-24 18:00:00,11.472,223.891,38.467,0.828,0.1464,14.93,8.0,Lighting
2023-09-24,2023-09-24 19:00:00,11.097,227.637,43.349,0.888,0.1504,20.405,1.0,Lighting
2023-09-24,2023-09-24 20:00:00,11.132,233.706,44.863,0.925,0.153,17.468,0.0,Production Line
2023-09-24,2023-09-24 21:00:00,12.408,230.678,44.738,0.906,0.1461,14.957,1.0,HVAC
2023-09-24,2023-09-24 22:00:00,14.405,219.871,46.435,0.861,0.1458,14.435,0.0,Compressor
2023-09-24,2023-09-24 23:00:00,15.743,223.266,56.135,0.87,0.1088,13.548,0.0,Server Rack
2023-09-25,2023-09-25 00:00:00,17.794,227.411,53.141,0.88,0.103,16.187,0.0,HVAC
2023-09-25,2023-09-25 01:00:00,18.666,228.603,48.09,0.877,0.1126,17.134,0.0,Production Line
2023-09-25,2023-09-25 02:00:00,19.594,233.89,52.579,0.918,0.1044,18.32,0.0,Lighting
2023-09-25,2023-09-25 03:00:00,22.47,227.954,48.243,0.881,0.1138,13.201,0.0,Refrigeration
2023-09-25,2023-09-25 04:00:00,21.098,230.426,57.241,0.878,0.1162,14.054,1.0,HVAC
2023-09-25,2023-09-25 05:00:00,23.56,218.158,53.973,0.86,0.1135,15.862,1.0,Pumps
2023-09-25,2023-09-25 06:00:00,23.451,226.211,61.676,0.865,0.1136,20.223,24.0,Refrigeration
2023-09-25,2023-09-25 07:00:00,23.963,231.145,57.936,0.856,0.1118,17.371,40.0,HVAC
2023-09-25,2023-09-25 08:00:00,22.933,236.498,53.406,0.897,0.1129,16.601,46.0,Production Line
2023-09-25,2023-09-25 09:00:00,24.196,221.972,53.939,0.854,0.1091,14.204,75.0,Lighting
2023-09-25,2023-09-25 10:00:00,23.699,227.228,55.494,0.859,0.1186,12.862,84.0,Production Line
2023-09-25,2023-09-25 11:00:00,18.39,220.073,52.635,0.93,0.1104,16.1,90.0,Pumps
2023-09-25,2023-09-25 12:00:00,19.858,227.083,45.768,0.855,0.1068,15.893,102.0,Lighting
2023-09-25,2023-09-25 13:00:00,16.684,232.688,50.435,0.811,0.1169,15.64,104.0,Pumps
2023-09-25,2023-09-25 14:00:00,15.173,232.154,36.893,0.921,0.1192,15.471,90.0,HVAC
2023-09-25,2023-09-25 15:00:00,14.586,227.781,37.906,0.86,0.1062,14.919,69.0,HVAC
2023-09-25,2023-09-25 16:00:00,12.785,226.837,40.886,0.898,0.1185,14.575,64.0,Compressor
2023-09-25,2023-09-25 17:00:00,13.455,239.704,38.972,0.925,0.1492,18.126,30.0,Compressor
2023-09-25,2023-09-25 18:00:00,13.836,227.02,40.905,0.827,0.1463,14.712,21.0,Lighting
2023-09-25,2023-09-25 19:00:00,12.377,225.521,36.622,0.85,0.1486,15.627,0.0,Pumps
2023-09-25,2023-09-25 20:00:00,14.307,225.463,38.728,0.881,0.1592,15.983,0.0,HVAC
2023-09-25,2023-09-25 21:00:00,12.897,221.391,38.881,0.829,0.149,17.101,3.0,Refrigeration
2023-09-25,2023-09-25 22:00:00,13.977,229.971,40.298,0.847,0.1457,14.764,0.0,Production Line
2023-09-25,2023-09-25 23:00:00,14.079,230.915,45.626,0.869,0.1057,17.509,3.0,Elevator
2023-09-26,2023-09-26 00:00:00,16.511,230.756,44.613,0.89,0.1087,15.159,0.0,Elevator
2023-09-26,2023-09-26 01:00:00,16.492,231.481,48.537,0.863,0.102,15.786,0.0,Compressor
2023-09-26,2023-09-26 02:00:00,20.947,225.313,50.582,0.838,0.1145,18.493,0.0,Lighting
2023-09-26,2023-09-26 03:00:00,19.721,227.253,53.6,0.815,0.114,14.575,10.0,Server Rack
2023-09-26,2023-09-26 04:00:00,21.627,233.177,49.474,0.89,0.1087,17.11,1.0,Compressor
2023-09-26,2023-09-26 05:00:00,21.856,225.878,57.023,0.898,0.1013,17.536,0.0,HVAC
2023-09-26,2023-09-26 06:00:00,23.949,225.465,53.93,0.87,0.1112,16.494,24.0,Pumps
2023-09-26,2023-09-26 07:00:00,22.797,232.47,56.684,0.878,0.1069,15.853,42.0,HVAC
2023-09-26,2023-09-26 08:00:00,22.74,224.411,54.406,0.871,0.1125,19.217,55.0,Production Line
2023-09-26,2023-09-26 09:00:00,23.838,222.844,54.66,0.841,0.1,16.008,74.0,Server Rack
2023-09-26,2023-09-26 10:00:00,21.177,223.269,52.644,0.883,0.1066,16.335,86.0,HVAC
2023-09-26,2023-09-26 11:00:00,22.035,240.154,55.655,0.914,0.0989,15.524,90.0,HVAC
2023-09-26,2023-09-26 12:00:00,20.878,232.523,43.249,0.873,0.1027,16.255,93.0,HVAC
2023-09-26,2023-09-26 13:00:00,15.783,230.792,51.432,0.892,0.1119,17.475,100.0,Lighting
2023-09-26,2023-09-26 14:00:00,19.106,223.77,47.907,0.836,0.1153,15.616,89.0,Elevator
2023-09-26,2023-09-26 15:00:00,14.171,230.239,41.228,0.855,0.1165,12.866,76.0,Server Rack
2023-09-26,2023-09-26 16:00:00,13.803,235.621,43.534,0.872,0.1166,16.799,54.0,HVAC
2023-09-26,2023-09-26 17:00:00,11.094,229.622,47.281,0.905,0.1458,14.411,38.0,Production Line
2023-09-26,2023-09-26 18:00:00,12.253,223.021,35.5,0.848,0.1543,17.142,27.0,HVAC
2023-09-26,2023-09-26 19:00:00,12.811,230.402,40.988,0.887,0.1624,16.027,1.0,Production Line
2023-09-26,2023-09-26 20:00:00,11.39,227.277,37.459,0.882,0.1596,17.444,0.0,Production Line
2023-09-26,2023-09-26 21:00:00,13.217,228.616,43.529,0.893,0.1484,14.606,4.0,Compressor
2023-09-26,2023-09-26 22:00:00,15.086,223.652,47.139,0.849,0.1522,15.226,0.0,HVAC
2023-09-26,2023-09-26 23:00:00,15.056,224.571,42.765,0.888,0.1041,15.519,2.0,Lighting
2023-09-27,2023-09-27 00:00:00,18.432,225.872,46.224,0.883,0.1113,13.795,7.0,Lighting
2023-09-27,2023-09-27 01:00:00,17.273,224.499,49.958,0.883,0.1127,17.685,1.0,HVAC
2023-09-27,2023-09-27 02:00:00,19.968,227.734,54.998,0.908,0.1114,13.58,5.0,HVAC
2023-09-27,2023-09-27 03:00:00,21.377,224.923,57.138,0.914,0.114,17.664,2.0,Production Line
2023-09-27,2023-09-27 04:00:00,21.544,235.366,56.617,0.877,0.1162,16.655,3.0,Elevator
2023-09-27,2023-09-27 05:00:00,24.128,230.212,56.761,0.848,0.1142,15.72,0.0,HVAC
2023-09-27,2023-09-27 06:00:00,23.646,231.412,56.166,0.87,0.1174,16.536,18.0,Production Line
2023-09-27,2023-09-27 07:00:00,25.742,227.374,58.794,0.836,0.1098,16.495,38.0,HVAC
2023-09-27,2023-09-27 08:00:00,21.995,218.976,56.754,0.879,0.1091,15.418,56.0,Compressor
2023-09-27,2023-09-27 09:00:00,22.744,231.777,56.187,0.919,0.1073,16.466,79.0,HVAC
2023-09-27,2023-09-27 10:00:00,21.161,227.507,52.807,0.865,0.1063,17.115,83.0,Refrigeration
2023-09-27,2023-09-27 11:00:00,19.548,229.874,46.114,0.884,0.1065,14.601,94.0,HVAC
2023-09-27,2023-09-27 12:00:00,21.675,227.679,44.424,0.86,0.1059,16.538,96.0,Server Rack
2023-09-27,2023-09-27 13:00:00,19.646,217.98,47.61,0.86,0.1163,12.079,91.0,Compressor
2023-09-27,2023-09-27 14:00:00,17.504,226.063,42.588,0.886,0.1044,13.124,83.0,Refrigeration
2023-09-27,2023-09-27 15:00:00,14.772,224.281,43.967,0.84,0.1157,16.865,79.0,Refrigeration
2023-09-27,2023-09-27 16:00:00,11.3,228.934,39.751,0.843,0.1083,15.392,59.0,Production Line
2023-09-27,2023-09-27 17:00:00,12.079,230.062,37.872,0.916,0.1466,14.738,33.0,HVAC
2023-09-27,2023-09-27 18:00:00,9.13,237.696,42.358,0.828,0.1516,15.939,22.0,Lighting
